"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","ACCEL GROWTH VI HOLDINGS (MAURITIUS) LTD.","SELL","27,27,000","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","ACCEL INDIA VI (MAURITIUS) LTD.","SELL","27,27,000","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","AVP I FUND","SELL","18,64,948","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","BARODA BNP PARIBAS MUTUAL FUND","BUY","4,46,429","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","BOFA SECURITIES EUROPE SA","BUY","2,23,231","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","BOFA SECURITIES EUROPE SA","BUY","2,23,200","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","DT FUND","BUY","2,05,357","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","EDELWEISS MUTUAL FUND","BUY","4,46,429","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","GP EMERGING MARKETS STRATEGIES LP","BUY","98,215","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","HDFC STANDARD LIFE INSURANCE COMPANY LTD","BUY","17,85,713","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","ICICI PRUDENTIAL MUTUAL FUND","BUY","9,34,444","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","SBI MUTUAL FUND","BUY","18,40,979","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","SBI MUTUAL FUND","BUY","32,48,305","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","SUSQUEHANNA PACIFIC PTY LTD","BUY","4,46,429","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","TATA MUTUAL FUND","BUY","4,46,433","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","TRUDY HOLDINGS","SELL","31,69,073","560.00",
"21-AUG-2026","AMAGI","Amagi Media Labs Limited","UNIVERSITY OF NOTRE DAME DU LAC","BUY","1,42,857","560.00",
"21-AUG-2026","NXT-INFRA","Nxt-Infra Trust","ACTIS HIGHWAY INFRA LIMITED","SELL","2,63,50,000","93.85",
"21-AUG-2026","NXT-INFRA","Nxt-Infra Trust","KOTAK MAHINDRA BANK LIMITED","BUY","88,00,000","93.85",
"21-AUG-2026","NXT-INFRA","Nxt-Infra Trust","KOTAK MAHINDRA INVESTMENTS LIMITED","BUY","58,50,000","93.85",
"21-AUG-2026","NXT-INFRA","Nxt-Infra Trust","LARSEN & TOUBRO LIMITED","BUY","1,17,00,000","93.85",
"21-AUG-2026","SHANTIGEAR","Shanthi Gears Ltd","PACIFIC ASSETS TRUST PLC","SELL","20,64,713","375.30",
"21-AUG-2026","SHANTIGEAR","Shanthi Gears Ltd","TUBE INVESTMENT OF INDIA LIMITED","BUY","20,64,713","375.30",
